Title,Author,Rating,ISBN,Genre,Publisher,PublishDate
One Foot in the Grave,Jeaniene Frost (Goodreads Author),4.3,9780061245091,"['Vampires', 'Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Supernatural', 'Fiction', 'Audiobook']",Avon,04/29/08
A Million Little Pieces,James Frey,3.65,9780307276902,"['Fiction', 'Contemporary', 'Psychology', 'Biography Memoir', 'Adult', 'Book Club', 'Novels', 'Mental Health', 'Adult Fiction', 'Drama']",Anchor Books,09/22/05
Mystic River,Dennis Lehane (Goodreads Author),4.17,9780060584757,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Drama', 'Novels', 'Adult', 'Contemporary']",William Morrow Paperbacks,02/01/01
The Dark Tower,"Stephen King (Goodreads Author), Michael Whelan (Illustrator)",4.26,9999999999999,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Science Fiction Fantasy', 'Audiobook', 'Epic', 'Novels']",Pocket Books,09/01/06
The Blood of Olympus,Rick Riordan (Goodreads Author),4.41,9781423146735,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Romance', 'Childrens']",Disney-Hyperion Books,10/07/14
Lover Mine,J.R. Ward (Goodreads Author),4.4,9780451229854,"['Paranormal', 'Paranormal Romance', 'Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",NAL,04/27/10
Burned,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",3.97,9781905654949,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Paranormal Romance', 'Fiction', 'Urban Fantasy', 'Magic']",Atom,April 27th 2010
Guilty Pleasures,Laurell K. Hamilton (Goodreads Author),4.02,9780425197547,"['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Mystery']",Berkley,August 3rd 2004
The City of Ember,Jeanne DuPrau,3.86,9780375822742,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Post Apocalyptic', 'Teen']",Random House Children's Books,25/06/05
Dead as a Doornail,Charlaine Harris (Goodreads Author),4,9780441013333,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Adult']",Ace Books,April 25th 2006
The Glass Castle,Jeannette Walls,4.28,9780743247542,"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Biography Memoir', 'Book Club', 'Adult', 'Audiobook', 'Contemporary', 'School']",Scribner,January 17th 2006
Holy Bible: New International Version,Anonymous,4.59,9780310902713,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Spirituality', 'Faith', 'History', 'Philosophy']",Zondervan Publishing,February 1st 1985
Simon vs. the Homo Sapiens Agenda,"Becky Albertalli (Goodreads Author), Mathilde Tamae-Bouhon (Goodreads Author)",4.29,9780062348678,"['Young Adult', 'Contemporary', 'LGBT', 'Romance', 'Fiction', 'Audiobook', 'Queer', 'Realistic Fiction', 'Coming Of Age', 'Young Adult Contemporary']",Balzer + Bray,April 7th 2015
Christy,Catherine Marshall,4.23,B0745KTJSY,"['Historical Fiction', 'Fiction', 'Christian Fiction', 'Classics', 'Christian', 'Romance', 'Historical', 'Young Adult', 'Adult', 'Inspirational']",Evergreen Farm,October 3rd 2017
The Lucky One,Nicholas Sparks (Goodreads Author),4.12,9780446579933,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction', 'Love', 'Drama', 'Love Story']",Grand Central Publishing,August 11th 2009
The Amulet of Samarkand,Jonathan Stroud (Goodreads Author),4,9780786818594,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Adventure', 'Childrens', 'Urban Fantasy', 'Young Adult Fantasy', 'Audiobook']",Hyperion Books for Children,September 30th 2003
Crank,Ellen Hopkins (Goodreads Author),4.15,9780689865190,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Mental Health', 'Romance', 'High School', 'Abuse']",Margaret K. McElderry Books,October 1st 2004
House of Leaves,Mark Z. Danielewski (Goodreads Author),4.06,9780385603102,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Thriller', 'Novels', 'Contemporary', 'Adult', 'Literature', 'Paranormal']",Random House,March 7th 2000
The Hunt for Red October,Tom Clancy,4.07,9780425172902,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Military Fiction', 'Espionage', 'Adventure', 'Action', 'War', 'Mystery Thriller']",Berkley Trade,October 15th 1999
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher (Goodreads Author),4.1,9780701183608,"['Africa', 'Travel', 'Nonfiction', 'History', 'Liberia', 'Adventure', 'Sierra Leone', 'Journalism', 'War', 'Travelogue']",Chatto & Windus,September 2nd 2010
Opal,Jennifer L. Armentrout (Goodreads Author),4.29,9781620610091,"['Young Adult', 'Paranormal', 'Romance', 'Fantasy', 'Aliens', 'Science Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'New Adult']",Entangled Teen,December 11th 2012
Shadow and Bone,Leigh Bardugo (Goodreads Author),4,9999999999999,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Paranormal', 'Adventure', 'Audiobook']",Henry Holt and Company,June 5th 2012
Orlando,Virginia Woolf,3.86,9780141184272,"['Classics', 'Fiction', 'Historical Fiction', 'Fantasy', 'LGBT', 'Feminism', 'Queer', 'Novels', 'Literature', 'British Literature']",Penguin Classics,September 28th 2000
Requiem for a Dream,"Hubert SelJr., Darren Aronofsky (Foreword), Richard Price (Foreword)",4.09,9781560252481,"['Fiction', 'Thriller', 'Mystery', 'Classics', 'Contemporary', 'Drama', 'Novels', 'Crime', 'Suspense', 'Dark']",Da Capo Press,October 12th 1999
A Connecticut Yankee in King Arthur's Court,Mark Twain,3.77,9999999999999,"['Classics', 'Fiction', 'Fantasy', 'Historical Fiction', 'Humor', 'Time Travel', 'Literature', 'Adventure', 'Science Fiction', 'Arthurian']",Simon Schuster,May 1st 2007
The Agony and the Ecstasy,Irving Stone,4.07,9780451171351,"['Historical Fiction', 'Fiction', 'Art', 'Classics', 'Italy', 'Historical', 'Art History', 'Literature', 'Biography Memoir', 'Novels']",Signet,14/05/05
Pandemonium,Lauren Oliver (Goodreads Author),4.05,9780061978067,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Teen', 'Adventure', 'Audiobook', 'Love']",HarperTeen,February 28th 2012
"84, Charing Cross Road",Helene Hanff,4.17,9999999999999,"['Nonfiction', 'Books About Books', 'Memoir', 'Classics', 'Biography', 'British Literature', 'Biography Memoir', 'History', 'Adult', 'Historical']",Penguin Books,October 1st 1990
"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland (Translator)",4.48,9780307594778,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Contemporary', 'Novels', 'Mystery Thriller', 'Adult', 'Scandinavian Literature']",Knopf Doubleday Publishing Group,May 25th 2010
The Story of Edgar Sawtelle,David Wroblewski,3.62,9780061374227,"['Fiction', 'Animals', 'Dogs', 'Adult Fiction', 'Contemporary', 'Coming Of Age', 'Book Club', 'Literary Fiction', 'Adult', 'Novels']",Ecco,June 1st 2008
Factotum,Charles Bukowski,3.94,9780876852637,"['Fiction', 'Thriller', 'Classics', 'Mystery', 'Novels', 'Literature', 'Dark', 'Drama', 'American', 'Contemporary']",Ecco,May 31st 2002
How Green Was My Valley,Richard Llewellyn,4.18,9999999999999,"['Classics', 'Fiction', 'Historical Fiction', 'Historical', 'British Literature', 'Literature', 'Coming Of Age', 'Novels', 'Modern Classics', '20th Century']",Penguin Classics,June 28th 2001
The Bonfire of the Vanities,Tom Wolfe,3.85,9780553381344,"['Fiction', 'Classics', 'Novels', 'Literature', 'Contemporary', 'Literary Fiction', 'New York', 'American', '20th Century', 'Humor']",Dial Press Trade Paperback,October 30th 2001
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,9780064404778,"['Fantasy', 'Romance', 'Fairy Tales', 'Young Adult', 'Retellings', 'Fiction', 'Beauty and The Beast', 'Fairy Tale Retellings', 'Magic', 'Young Adult Fantasy']",HarperCollins,June 30th 1993
Where the Heart Is,Billie Letts,4.02,9780446672214,"['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Adult Fiction', 'Adult', 'Drama', 'Realistic Fiction', 'Young Adult', 'Novels']",Grand Central Publishing,June 1st 1998
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,9780307279460,"['Nonfiction', 'Travel', 'Humor', 'Memoir', 'Nature', 'Adventure', 'Audiobook', 'Biography', 'Outdoors', 'History']",Anchor Books,December 26th 2006
Naked Lunch,"William S. Burroughs, James Grauerholz (Editor), Barry Miles (Editor)",3.46,9780802140180,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Contemporary', 'Thriller', 'Banned Books', '20th Century', 'Science Fiction']",Grove Press,January 26th 2004
The Fall,"Albert Camus, Justin O'Brien (Translator)",4.02,9780679720225,"['Fiction', 'Philosophy', 'Classics', 'France', 'Literature', 'French Literature', 'Novels', '20th Century', 'Literary Fiction', 'Nobel Prize']",Vintage,May 7th 1991
Still Life with Woodpecker,Tom Robbins,4.03,9781842430224,"['Fiction', 'Humor', 'Literature', 'Novels', 'Contemporary', 'Magical Realism', 'Classics', 'American', 'Literary Fiction', 'Comedy']",No Exit Press,April 9th 2001
"Night World, No. 1",L.J. Smith (Goodreads Author),4.05,9781416974505,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Witches', 'Paranormal Romance', 'Fiction', 'Magic']",Simon Pulse,June 3rd 2008
The House of Mirth,"Edith Wharton, Nina Bawden (Introduction)",3.95,9781844082933,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'American', 'Novels', 'New York', '20th Century', 'Classic Literature', 'Historical']",Virago,January 19th 2006
"Will Grayson, Will Grayson","John Green (Goodreads Author), David Levithan (Goodreads Author)",3.77,9780525421580,"['Young Adult', 'LGBT', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction', 'Queer', 'Teen', 'Coming Of Age', 'Humor']",Dutton Books,April 6th 2010
Journey to the End of the Night,"Louis-Ferdinand CÃ©line, Ralph Manheim (Translator), Angela CismaÅŸ (Translator), William T. Vollmann (Afterword)",4.22,9780811216548,"['Fiction', 'Classics', 'France', 'French Literature', 'Literature', 'Novels', 'Philosophy', '20th Century', 'War', 'Roman']",New Directions,May 17th 2006
On the Beach,Nevil Shute,3.94,9781842322765,"['Fiction', 'Science Fiction', 'Post Apocalyptic', 'Classics', 'Dystopia', 'Apocalyptic', 'Australia', 'War', 'Literature', 'Novels']",House of Stratus,October 31st 2002
Thoughtless,S.C. Stephens (Goodreads Author),4.1,9781461091110,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Music', 'Adult', 'Chick Lit', 'Fiction']",CreateSpace,June 11th 2011
The Long Walk,"Richard Bachman (Pseudonym), Stephen King (Goodreads Author)",4.08,9780451196712,"['Horror', 'Fiction', 'Dystopia', 'Thriller', 'Science Fiction', 'Fantasy', 'Audiobook', 'Suspense', 'Adult', 'Novels']",Signet,April 1st 1999
The Wedding,Nicholas Sparks (Goodreads Author),3.99,9780446615860,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Love', 'Love Story', 'Drama']",Vision,August 1st 2005
A Moveable Feast,Ernest Hemingway,4.04,9999999999999,"['Classics', 'Nonfiction', 'Memoir', 'Biography', 'France', 'Travel', 'Literature', 'American', 'Autobiography', 'Biography Memoir']",Vintage,September 6th 2012
Fablehaven,Brandon Mull (Goodreads Author),4.09,9781590385814,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Adventure', 'Magic', 'Juvenile', 'Young Adult Fantasy', 'Science Fiction Fantasy']",Shadow Mountain,June 7th 2006
Lunar Park,Bret Easton Ellis,3.64,9780375727276,"['Fiction', 'Thriller', 'Horror', 'Mystery', 'Suspense', 'Contemporary', 'Drama', 'Novels', 'Dark', 'Crime']",Vintage,August 29th 2006
Sometimes a Great Notion,Ken Kesey,4.18,9780140045291,"['Fiction', 'Classics', 'Novels', 'Literature', 'Thriller', 'Literary Fiction', 'American', 'Mystery', 'Drama', 'Suspense']",Penguin Books,July 28th 1977
The Murder of Roger Ackroyd,Agatha Christie,4.24,9781579126278,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Detective', 'Thriller', 'British Literature', 'Audiobook', 'Murder Mystery']",Black Dog & Leventhal Publishers,September 1st 2006
Shakespeare's Sonnets,"William Shakespeare, Katherine Duncan-Jones (Editor)",4.25,9781903436578,"['Poetry', 'Classics', 'Fiction', 'Literature', 'Romance', 'Plays', 'School', 'British Literature', 'English Literature', 'Classic Literature']",Bloomsbury Arden Shakespeare,August 21st 1997
Easy,Tammara Webber (Goodreads Author),4.08,9780425266748,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'Chick Lit', 'Fiction', 'Realistic Fiction', 'Abuse']",Penguin Berkley,November 6th 2012
Beach Music,Pat Conroy,4.16,9780553381535,"['Fiction', 'Southern', 'Contemporary', 'Drama', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Literature', 'Audiobook', 'Adult Fiction']",Dial Press,March 26th 2002
We,"Yevgeny Zamyatin, Clarence Brown (Translator, Introduction)",3.92,9780140185850,"['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'Russia', 'Russian Literature', 'Literature', 'Novels', '20th Century', 'Science Fiction Fantasy']",Penguin Classics,15/06/05
The Pact,Jodi Picoult (Goodreads Author),4.01,9780061150142,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Drama', 'Adult Fiction', 'Mystery', 'Adult', 'Young Adult', 'Realistic Fiction']",Avon,August 29th 2006
The Awakening / The Struggle,L.J. Smith (Goodreads Author),3.68,9780061140976,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Urban Fantasy', 'Teen']",HarperTeen,June 26th 2007
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,3.84,9780140348934,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Middle Grade', 'School', 'Historical', 'African American', 'Read For School']",Puffin Books,October 1st 1991
Deception Point,Dan Brown (Goodreads Author),3.72,9780671027384,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure', 'Crime', 'Novels', 'Science Fiction', 'Action']",Pocket Books,01/12/02
Faefever,Karen Marie Moning (Goodreads Author),4.31,9780385341639,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Fae', 'Paranormal Romance', 'Adult', 'Romance', 'Magic', 'Fairies', 'Supernatural']",Delacorte Press,September 16th 2008
Onyx,Jennifer L. Armentrout (Goodreads Author),4.28,9999999999999,"['Young Adult', 'Paranormal', 'Romance', 'Fantasy', 'Aliens', 'Science Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction']",Entangled Teen,August 14th 2012
Fantasy Lover,Sherrilyn Kenyon (Goodreads Author),4.16,9780312979973,"['Romance', 'Paranormal Romance', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Adult', 'Mythology', 'Vampires', 'Fiction', 'Supernatural']",St. Martin's Press,February 18th 2002
This Lullaby,Sarah Dessen (Goodreads Author),4.02,9780142501559,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen', 'Music', 'Young Adult Contemporary', 'High School']",Speak,March 8th 2004
Ugly Love,Colleen Hoover (Goodreads Author),4.25,B00HB62MC0,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Adult', 'Chick Lit', 'Young Adult', 'Audiobook', 'Drama']",Atria Books,August 5th 2014
Sharp Objects,Gillian Flynn (Goodreads Author),3.98,9999999999999,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Adult', 'Audiobook', 'Contemporary', 'Adult Fiction']",Broadway Paperbacks,28/06/05
Passion,Lauren Kate (Goodreads Author),3.88,9780385739160,"['Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Teen']",Delacorte Press,June 14th 2011
A Court of Wings and Ruin,Sarah J. Maas (Goodreads Author),4.44,9781408857908,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Paranormal']",Bloomsbury Childrens Books,May 2nd 2017
Bitten,Kelley Armstrong (Goodreads Author),4.04,9780452286030,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Paranormal Romance', 'Fiction', 'Supernatural', 'Adult', 'Shapeshifters']",Plume Books,September 7th 2004
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.25,B00OICLVBI,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",Northfield Publishing,December 11th 2014
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.42,9999999999999,"['Nonfiction', 'History', 'Science', 'Philosophy', 'Anthropology', 'Audiobook', 'Sociology', 'Historical', 'Psychology', 'Evolution']",Harvill Secker,06/07/05
Meditations,"Marcus Aurelius, Martin Hammond (Translator), Albert Wittstock (Translator), Diskin Clay (Introduction)",4.22,9780140449334,"['Philosophy', 'Nonfiction', 'Classics', 'History', 'Self Help', 'Psychology', 'Spirituality', 'Personal Development', 'Leadership', 'Literature']",Penguin Books,April 27th 2006
From Dead to Worse,Charlaine Harris (Goodreads Author),4.01,9780441015894,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Adult']",Ace,May 6th 2008
Wizard and Glass,"Stephen King (Goodreads Author), Dave McKean (Illustrator)",4.23,9780340829783,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Science Fiction Fantasy', 'Audiobook', 'Post Apocalyptic', 'Novels']",New English Library,01/10/03
Disgrace,J.M. Coetzee,3.84,9780143036371,"['Fiction', 'Africa', 'South Africa', 'Literature', 'Novels', 'Contemporary', 'Classics', 'Literary Fiction', 'Nobel Prize', '20th Century']",Penguin Books,August 30th 2005
The Fountainhead,"Ayn Rand, Leonard Peikoff (Goodreads Author) (Afterword)",3.87,9780451191151,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'Politics', 'Architecture', 'Literary Fiction', 'American', 'Classic Literature']",Signet Book,September 1st 1996
Wings,Aprilynne Pike,3.75,9780061668036,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fairies', 'Fae', 'Fiction', 'Magic', 'Urban Fantasy', 'Paranormal Romance']",HarperTeen,May 5th 2009
All Together Dead,Charlaine Harris (Goodreads Author),4.05,9780441014941,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Adult']",Ace,May 1st 2007
The Brief Wondrous Life of Oscar Wao,Junot DÃ­az,3.9,9781594489587,"['Fiction', 'Contemporary', 'Magical Realism', 'Novels', 'Literary Fiction', 'Literature', 'Historical Fiction', 'Audiobook', 'Book Club', 'Adult']",Riverhead Books,September 6th 2007
